Date;Consumption;Production;Battery Charging;Battery Discharging;"Battery 
BYD B-BOX H with Kostal PLENTICORE plus and Energy Manager EM300-LR - SOC";"Inverter 
Kostal PLENTICORE plus - currentPower";"Inverter 
Kostal PLENTICORE plus - activeDevice";"Smart Meter 
KOSTAL EM - currentPower";"Smart Meter 
KOSTAL EM - activeDevice";"Energy Measurement 
Wärmepumpe Innen - currentPower";"Energy Measurement 
Wärmepumpe Innen - activeDevice";"Energy Measurement 
Wärmepumpe Außen - currentPower";"Energy Measurement 
Wärmepumpe Außen - activeDevice";"Car Charging 
KEBA Wallbox P30 - currentPower";"Car Charging 
KEBA Wallbox P30 - activeDevice";"Heatpump 
PV Ready Switch - currentPower 
";"Heatpump 
PV Ready Switch - activeDevice 
";"Heatpump 
PV Ready Switch - currentWaterTemp 
"
2025-07-24T22:15:00+02:00;404;0;0;392;89;0;0;-1;1;6;1;7;1;0;0;0;0;
2025-07-24T22:30:00+02:00;366;0;0;365;88;0;0;-7,67;1;6;1;7;1;0;0;0;0;
2025-07-24T22:45:00+02:00;288;0;0;274;88;0;0;-0,33;1;6;1;7;1;0;0;0;0;
2025-07-24T23:00:00+02:00;262;0;0;258;87;0;0;10,33;1;6;1;7;1;0;0;0;0;
2025-07-24T23:15:00+02:00;252;0;0;237;86;0;0;-10,33;1;6;1;7;1;0;0;0;0;
2025-07-24T23:30:00+02:00;217;0;0;215;86;0;0;12,67;1;6;1;7;1;0;0;0;0;
2025-07-24T23:45:00+02:00;335;0;0;324;85;0;0;8;1;6;1;7;1;0;0;0;0;
2025-07-25T00:00:00+02:00;235;0;0;212;85;0;0;5,67;1;6;1;7;1;0;0;0;0;
2025-07-25T00:15:00+02:00;268;0;0;257;84;0;0;1,33;1;6;1;7;1;0;0;0;0;
2025-07-25T00:30:00+02:00;281;0;0;257;83;0;0;12,33;1;6;1;7;1;0;0;0;0;
2025-07-25T00:45:00+02:00;239;0;0;236;83;0;0;-6,33;1;6;1;7;1;0;0;0;0;
2025-07-25T01:00:00+02:00;240;0;0;222;82;0;0;-5,33;1;6;1;7;1;0;0;0;0;
2025-07-25T01:15:00+02:00;156;0;0;158;82;0;0;-12,67;1;6;1;7;1;0;0;0;0;
2025-07-25T01:30:00+02:00;229;0;0;221;81;0;0;5,67;1;6;1;7;1;0;0;0;0;
2025-07-25T01:45:00+02:00;238;0;0;231;81;0;0;1,33;1;6;1;7;1;0;0;0;0;
2025-07-25T02:00:00+02:00;257;0;0;245;80;0;0;-0,33;1;6;1;7;1;0;0;0;0;
2025-07-25T02:15:00+02:00;204;0;0;188;80;0;0;5,67;1;6;1;7;1;0;0;0;0;
2025-07-25T02:30:00+02:00;193;0;0;182;79;0;0;-1;1;6;1;7;1;0;0;0;0;
2025-07-25T02:45:00+02:00;270;0;0;249;79;0;0;0,33;1;6;1;7;1;0;0;0;0;
2025-07-25T03:00:00+02:00;257;0;0;257;78;0;0;-17;1;12,67;1;27,67;1;0;0;0;0;
2025-07-25T03:15:00+02:00;2467;0;0;2440;75;0;0;0,67;1;29;1;2206,33;1;0;0;0;0;
2025-07-25T03:30:00+02:00;3080;0;0;3074;67;0;0;-3,33;1;44,67;1;2800,67;1;0;0;0;0;
2025-07-25T03:45:00+02:00;1770;0;0;1769;61;0;0;2,67;1;34;1;1459,67;1;0;0;0;0;
2025-07-25T04:00:00+02:00;251;0;0;242;59;0;0;7,67;1;6;1;7;1;0;0;0;0;
2025-07-25T04:15:00+02:00;230;0;0;220;59;0;0;-5,33;1;6;1;7;1;0;0;0;0;
2025-07-25T04:30:00+02:00;193;0;0;180;58;0;0;5;1;6;1;7;1;0;0;0;0;
2025-07-25T04:45:00+02:00;255;0;0;241;58;0;0;-13,67;1;6;1;7;1;0;0;0;0;
2025-07-25T05:00:00+02:00;252;0;0;249;57;1;1;11,33;1;6;1;7;1;0;0;0;0;
2025-07-25T05:15:00+02:00;241;0;0;231;56;0,33;1;9,67;1;6;1;7;1;0;0;0;0;
2025-07-25T05:30:00+02:00;181;0;0;187;56;0,33;1;0;0;6;1;7;1;0;0;0;0;
2025-07-25T05:45:00+02:00;233;0;0;233;56;0,67;1;-5;1;6;1;7;1;0;0;0;0;
2025-07-25T06:00:00+02:00;236;0;0;229;55;0,67;1;-3,33;1;6;1;7;1;0;0;0;0;
2025-07-25T06:15:00+02:00;207;6;0;186;54;8,33;1;-9,67;1;6;1;7;1;0;0;0;0;
2025-07-25T06:30:00+02:00;154;32;0;110;54;33,67;1;1;1;6;1;7;1;0;0;0;0;
2025-07-25T06:45:00+02:00;182;53;0;126;54;54;1;8,67;1;6;1;7;1;0;0;0;0;
2025-07-25T07:00:00+02:00;198;104;0;93;54;104,67;1;10,67;1;6;1;7;1;0;0;0;0;
2025-07-25T07:15:00+02:00;199;153;0;52;54;152;1;-19;1;6;1;7;1;0;0;0;0;
2025-07-25T07:30:00+02:00;137;192;0;26;54;192,33;1;-86;1;6;1;7;1;0;0;0;0;
2025-07-25T07:45:00+02:00;199;411;0;24;54;413;1;-246;1;6;1;7;1;0;0;0;0;
2025-07-25T08:00:00+02:00;681;856;0;300;54;859,67;1;-484;1;6;1;7;1;0;0;0;0;
2025-07-25T08:15:00+02:00;226;862;0;49;53;855;1;-706,33;1;6;1;7;1;0;0;0;0;
2025-07-25T08:30:00+02:00;1019;535;0;690;52;530,33;1;-223,33;1;6;1;7;1;0;0;0;0;
2025-07-25T08:45:00+02:00;1854;505;0;1381;49;514;1;-56,67;1;6;1;7;1;0;0;0;0;
2025-07-25T09:00:00+02:00;404;1002;0;36;48;1002,33;1;-634,33;1;6;1;7;1;0;0;0;0;
2025-07-25T09:15:00+02:00;314;1487;0;34;48;1493,67;1;-1223;1;6;1;7;1;0;0;0;0;
2025-07-25T09:30:00+02:00;386;2396;0;35;48;2398;1;-2045,33;1;6;1;7;1;0;0;0;0;
2025-07-25T09:45:00+02:00;826;2285;0;35;48;2285;1;-1493,67;1;6,33;1;7;1;0;0;0;0;
2025-07-25T10:00:00+02:00;372;1471;923;3;49;1471,33;1;-175;1;6;1;7;1;0;0;0;0;
2025-07-25T10:15:00+02:00;347;1288;937;0;51;1288;1;3,33;1;6;1;7;1;0;0;0;0;
2025-07-25T10:30:00+02:00;410;1357;941;0;54;1356,67;1;1,33;1;6,33;1;7;1;0;0;0;0;
2025-07-25T10:45:00+02:00;690;1948;1209;0;56;1947,67;1;-43;1;6;1;7;1;0;0;0;0;
2025-07-25T11:00:00+02:00;1020;2449;1294;0;59;2449;1;-126;1;6;1;7;1;0;0;0;0;
2025-07-25T11:15:00+02:00;1637;2960;1495;0;63;3352,5;1;-1445,5;1;6;1;7;1;0;0;0;0;
2025-07-25T11:30:00+02:00;952;2118;1261;0;65;2224,67;1;-1359,33;1;6;1;7;1;0;0;0;0;
2025-07-25T11:45:00+02:00;1331;1314;365;59;66;1366;1;-441,67;1;6;1;7;1;0;0;0;0;
2025-07-25T12:00:00+02:00;1805;1921;139;56;66;1920,67;1;-30,67;1;6;1;7;1;0;0;0;0;
2025-07-25T12:15:00+02:00;4192;2805;0;77;67;2805;1;1301,67;1;6;1;7;1;0;0;0;0;
2025-07-25T12:30:00+02:00;2759;2337;278;147;68;2337,33;1;548;1;5,67;1;7;1;0;0;0;0;
2025-07-25T12:45:00+02:00;1171;2042;898;0;70;2042,33;1;32,67;1;6;1;7;1;0;0;0;0;
2025-07-25T13:00:00+02:00;2074;1666;254;679;70;1666,33;1;-17;1;6;1;7;1;0;0;0;0;
2025-07-25T13:15:00+02:00;2434;2395;414;447;69;2395;1;-1,33;1;6;1;7;1;0;0;0;0;
2025-07-25T13:30:00+02:00;2631;2638;233;316;69;2638;1;-93,33;1;5,67;1;7;1;0;0;0;0;
2025-07-25T13:45:00+02:00;2336;2201;680;62;70;2201;1;751;1;6;1;7;1;0;0;0;0;
2025-07-25T14:00:00+02:00;1368;3282;2042;5;73;3282;1;127,33;1;6;1;7;1;0;0;0;0;
2025-07-25T14:15:00+02:00;1844;4243;2540;0;79;4242,67;1;147,33;1;18,67;1;264;1;0;0;0;1;
2025-07-25T14:30:00+02:00;2166;4401;2486;0;84;4400,67;1;257,33;1;20;1;1126;1;0;0;0;1;
2025-07-25T14:45:00+02:00;3842;5618;1809;65;89;5618;1;-26,33;1;30,33;1;2441;1;0;0;0;1;
2025-07-25T15:00:00+02:00;3141;4056;1256;69;91;4056;1;274,67;1;33,33;1;1451;1;0;0;0;1;
2025-07-25T15:15:00+02:00;2639;4651;1244;0;96;4650,67;1;-761;1;6;1;7;1;0;0;0;1;
2025-07-25T15:30:00+02:00;879;3939;460;0;100;3938,67;1;-2595,67;1;6;1;7;1;0;0;0;1;
2025-07-25T15:45:00+02:00;233;9037;26;0;100;9037;1;-8779,67;1;6;1;7;1;0;0;0;1;
2025-07-25T16:00:00+02:00;291;8441;27;0;100;8441;1;-8123;1;6;1;7;1;0;0;0;1;
2025-07-25T16:15:00+02:00;4149;7604;27;0;100;7604;1;-3427,33;1;6;1;7;1;0;0;0;1;
2025-07-25T16:30:00+02:00;4502;7240;27;0;100;7239,67;1;-2709,33;1;6;1;7;1;0;0;0;1;
2025-07-25T16:45:00+02:00;4459;6910;23;8;100;6909,67;1;-2435;1;6;1;7;1;0;0;0;1;
2025-07-25T17:00:00+02:00;4128;4140;0;972;98;4139,67;1;-990;1;6;1;7;1;0;0;0;1;
2025-07-25T17:15:00+02:00;4226;6642;2;356;97;6641,67;1;-2772;1;6;1;7;1;0;0;0;1;
2025-07-25T17:30:00+02:00;624;1427;53;316;94;1427,33;1;-1489,67;1;6;1;7;1;0;0;0;1;
2025-07-25T17:45:00+02:00;1451;129;0;1333;90;129;1;-27;1;6;1;7;1;0;0;0;0;
2025-07-25T18:00:00+02:00;756;148;2;630;89;147,67;1;-69;1;6;1;7;1;0;0;0;0;
2025-07-25T18:15:00+02:00;301;199;0;102;88;199;1;-9,33;1;6;1;7;1;0;0;0;0;
2025-07-25T18:30:00+02:00;545;363;0;202;88;363,33;1;-30,67;1;6;1;7;1;0;0;0;0;
2025-07-25T18:45:00+02:00;1836;1084;0;88;88;1084;1;659,33;1;6;1;7;1;0;0;0;0;
2025-07-25T19:00:00+02:00;2208;1350;0;86;89;1350,33;1;765;1;6;1;7;1;0;0;0;0;
2025-07-25T19:15:00+02:00;1189;972;54;109;89;971,67;1;158,33;1;6;1;7;1;0;0;0;0;
2025-07-25T19:30:00+02:00;847;642;14;77;89;641,67;1;139,67;1;6;1;7;1;0;0;0;0;
2025-07-25T19:45:00+02:00;674;514;3;87;89;513,67;1;71,33;1;6;1;7;1;0;0;0;0;
2025-07-25T20:00:00+02:00;384;327;0;82;89;327,33;1;-31;1;6;1;7;1;0;0;0;0;
2025-07-25T20:15:00+02:00;317;248;0;80;89;247,67;1;-16,33;1;6;1;7;1;0;0;0;0;
2025-07-25T20:30:00+02:00;295;161;0;143;89;161,33;1;-18,33;1;6;1;7;1;0;0;0;0;
2025-07-25T20:45:00+02:00;323;74;0;258;89;74;1;-25;1;6;1;7;1;0;0;0;0;
2025-07-25T21:00:00+02:00;314;17;0;285;88;17,33;1;-29,33;1;6;1;7;1;0;0;0;0;
2025-07-25T21:15:00+02:00;291;6;0;280;87;6,33;1;-13,33;1;6;1;7;1;0;0;0;0;
2025-07-25T21:30:00+02:00;541;10;0;523;86;10,33;1;-39,67;1;6;1;7;1;0;0;0;0;
2025-07-25T21:45:00+02:00;354;4;0;348;85;4;1;-12,67;1;6;1;7;1;0;0;0;0;
2025-07-25T22:00:00+02:00;279;4;0;270;84;4,33;1;-23;1;6;1;7;1;0;0;0;0;
2025-07-25T22:15:00+02:00;307;0;0;307;84;0;0;-21;1;6;1;7;1;0;0;0;0;
2025-07-25T22:30:00+02:00;395;0;0;397;83;0;0;-28,67;1;6;1;7;1;0;0;0;0;
2025-07-25T22:45:00+02:00;294;0;0;288;82;0;0;-16,33;1;6;1;7;1;0;0;0;0;
2025-07-25T23:00:00+02:00;386;0;0;385;81;0;0;-14;1;6;1;7;1;0;0;0;0;
2025-07-25T23:15:00+02:00;290;0;0;281;81;0;0;-8,67;1;6;1;7;1;0;0;0;0;
2025-07-25T23:30:00+02:00;253;0;0;252;80;0;0;-18,67;1;6;1;7;1;0;0;0;0;
2025-07-25T23:45:00+02:00;210;0;0;215;80;0;0;-17,33;1;6;1;7;1;0;0;0;0;
2025-07-26T00:00:00+02:00;273;0;0;241;79;0;0;12,33;1;6;1;7;1;0;0;0;0;
2025-07-26T00:15:00+02:00;253;0;0;251;79;0;0;-12,33;1;6;1;7;1;0;0;0;0;
2025-07-26T00:30:00+02:00;206;0;0;207;78;0;0;-20,67;1;6;1;7;1;0;0;0;0;
2025-07-26T00:45:00+02:00;241;0;0;239;78;0;0;-9,33;1;6;1;7;1;0;0;0;0;
2025-07-26T01:00:00+02:00;274;0;0;270;77;0;0;-8,33;1;6;1;7;1;0;0;0;0;
2025-07-26T01:15:00+02:00;215;0;0;224;77;0;0;-20;1;6;1;7;1;0;0;0;0;
2025-07-26T01:30:00+02:00;177;0;0;176;76;0;0;-13;1;6;1;7;1;0;0;0;0;
2025-07-26T01:45:00+02:00;203;0;0;203;76;0;0;-16,33;1;6;1;7;1;0;0;0;0;
2025-07-26T02:00:00+02:00;258;0;0;271;76;0;0;-22;1;6;1;7;1;0;0;0;0;
2025-07-26T02:15:00+02:00;184;0;0;188;75;0;0;-18,33;1;6;1;7;1;0;0;0;0;
2025-07-26T02:30:00+02:00;210;0;0;208;75;0;0;-13,33;1;6;1;7;1;0;0;0;0;
2025-07-26T02:45:00+02:00;231;0;0;223;74;0;0;-17;1;6;1;7;1;0;0;0;0;
2025-07-26T03:00:00+02:00;240;0;0;241;74;0;0;-21;1;6;1;7;1;0;0;0;0;
2025-07-26T03:15:00+02:00;191;0;0;179;73;0;0;-8,67;1;6;1;7;1;0;0;0;0;
2025-07-26T03:30:00+02:00;193;0;0;180;73;0;0;-12;1;6;1;7;1;0;0;0;0;
2025-07-26T03:45:00+02:00;240;0;0;246;72;0;0;-22;1;6;1;7;1;0;0;0;0;
2025-07-26T04:00:00+02:00;188;0;0;185;72;0;0;-14,67;1;6;1;7;1;0;0;0;0;
2025-07-26T04:15:00+02:00;204;0;0;203;72;0;0;-14,67;1;6;1;7;1;0;0;0;0;
2025-07-26T04:30:00+02:00;240;0;0;241;71;0;0;-20;1;11;1;7,67;1;0;0;0;0;
2025-07-26T04:45:00+02:00;1964;36;0;1964;69;35,67;1;-107;1;28,67;1;2049;1;0;0;0;0;
2025-07-26T05:00:00+02:00;2563;57;0;2536;63;57,33;1;-161,67;1;43,67;1;2820,33;1;0;0;0;0;
2025-07-26T05:15:00+02:00;1213;58;0;1171;59;58;1;-109;1;31,33;1;1302;1;0;0;0;0;
2025-07-26T05:30:00+02:00;280;0;0;285;58;0,33;1;-22,33;1;6;1;7;1;0;0;0;0;
2025-07-26T05:45:00+02:00;242;0;0;249;58;0,33;1;-20;1;6;1;7;1;0;0;0;0;
2025-07-26T06:00:00+02:00;190;0;0;183;57;0,33;1;-9,67;1;6;1;7;1;0;0;0;0;
2025-07-26T06:15:00+02:00;216;6;0;207;57;6,33;1;-8,67;1;6;1;7;1;0;0;0;0;
2025-07-26T06:30:00+02:00;203;50;0;149;56;49,67;1;-14,33;1;6;1;7;1;0;0;0;0;
2025-07-26T06:45:00+02:00;259;160;0;69;56;160,33;1;23;1;6;1;7;1;0;0;0;0;
2025-07-26T07:00:00+02:00;279;195;0;85;56;195,33;1;-6,33;1;6;1;7;1;0;0;0;0;
2025-07-26T07:15:00+02:00;370;292;5;56;56;292;1;25;1;6;1;7;1;0;0;0;0;
2025-07-26T07:30:00+02:00;615;365;0;97;56;365;1;149,67;1;6;1;7;1;0;0;0;0;
2025-07-26T07:45:00+02:00;480;294;0;98;56;294,33;1;84,67;1;6;1;7;1;0;0;0;0;
2025-07-26T08:00:00+02:00;473;338;7;81;56;338,33;1;58,33;1;6;1;7;1;0;0;0;0;
2025-07-26T08:15:00+02:00;843;527;0;97;56;526,67;1;216,67;1;6;1;7;1;0;0;0;0;
2025-07-26T08:30:00+02:00;1055;1037;330;213;57;1037,33;1;119,67;1;6;1;7;1;0;0;0;0;
2025-07-26T08:45:00+02:00;1575;1118;186;63;58;1118,33;1;579,33;1;6;1;7;1;0;0;0;0;
2025-07-26T09:00:00+02:00;2045;1136;0;88;59;1136,33;1;816,67;1;6;1;7;1;0;0;0;0;
2025-07-26T09:15:00+02:00;1543;832;0;91;59;832;1;615,67;1;6;1;7;1;0;0;0;0;
2025-07-26T09:30:00+02:00;961;582;0;93;60;581,67;1;281,33;1;6;1;7;1;0;0;0;0;
2025-07-26T09:45:00+02:00;1958;1088;0;89;60;1087,67;1;777,33;1;6;1;7;1;0;0;0;0;
2025-07-26T10:00:00+02:00;2681;1460;0;84;61;1459,67;1;1132,67;1;6;1;7;1;0;0;0;0;
2025-07-26T10:15:00+02:00;1626;1336;350;49;63;1336;1;591,33;1;6;1;7;1;0;0;0;0;
2025-07-26T10:30:00+02:00;2124;1147;0;87;64;1147;1;886,33;1;6;1;7;1;0;0;0;0;
2025-07-26T10:45:00+02:00;1733;1190;130;218;64;1189,67;1;451;1;6;1;7;1;0;0;0;0;
2025-07-26T11:00:00+02:00;516;2076;1692;0;66;2076,33;1;138,67;1;6;1;7;1;0;0;0;1;
2025-07-26T11:15:00+02:00;866;3026;2354;0;70;3026;1;200,67;1;6;1;7;1;0;0;0;1;
2025-07-26T11:30:00+02:00;1139;3406;2535;0;75;3406,33;1;274;1;6;1;7;1;0;0;0;0;
2025-07-26T11:45:00+02:00;572;4856;4037;0;80;4856;1;-2868,67;1;6;1;7;1;0;0;0;0;
2025-07-26T12:00:00+02:00;0;5851;4693;0;85;5851,33;1;-5426,67;1;6;1;7;1;0;0;0;0;
2025-07-26T12:15:00+02:00;14;4015;3494;0;91;4015;1;-3451,33;1;6;1;7;1;0;0;0;1;
2025-07-26T12:30:00+02:00;0;4009;3401;0;96;4009,33;1;-3577;1;6;1;7;1;0;0;0;1;
2025-07-26T12:45:00+02:00;108;4758;2014;0;100;4758,33;1;-4335,67;1;6;1;7;1;0;0;0;1;
2025-07-26T13:00:00+02:00;235;1889;34;0;100;1888,67;1;-1618,67;1;6;1;7;1;0;0;0;1;
2025-07-26T13:15:00+02:00;322;2287;33;0;100;2286,67;1;-1929,33;1;6;1;7;1;0;0;0;1;
2025-07-26T13:30:00+02:00;359;2207;35;0;100;2207;1;-1812,33;1;6;1;7;1;0;0;0;1;
2025-07-26T13:45:00+02:00;3254;3272;13;834;99;3271,67;1;-845,33;1;6;1;7;1;0;0;0;1;
2025-07-26T14:00:00+02:00;5124;3727;503;1230;97;3726,67;1;665,33;1;6;1;39,67;1;0;0;0;1;
2025-07-26T14:15:00+02:00;5288;3697;136;950;96;3696,67;1;772,33;1;6;1;69;1;0;0;0;1;
2025-07-26T14:30:00+02:00;6864;1796;0;2593;92;1795,67;1;2468;1;6;1;7;1;0;0;0;0;
2025-07-26T14:45:00+02:00;6371;2232;0;2114;89;2232,33;1;2016,33;1;6;1;7;1;0;0;0;0;
2025-07-26T15:00:00+02:00;3037;6337;2541;880;87;6337,33;1;-1760,33;1;6;1;7;1;0;0;0;0;
2025-07-26T15:15:00+02:00;3595;5704;1463;345;91;5703,67;1;-1091,33;1;6;1;7;1;0;0;0;0;
2025-07-26T15:30:00+02:00;4965;4039;860;1318;90;4039;1;466,67;1;6;1;7;1;0;0;0;0;
2025-07-26T15:45:00+02:00;5196;3547;972;1823;90;3546,67;1;795,33;1;6;1;7;1;0;0;0;0;
2025-07-26T16:00:00+02:00;1186;8189;3571;57;92;8189;1;-3483,67;1;6;1;7;1;0;0;0;0;
2025-07-26T16:15:00+02:00;2368;6862;2521;218;96;6862;1;-2186,33;1;6;1;63,33;1;0;0;0;0;
2025-07-26T16:30:00+02:00;1005;7054;2372;0;99;7054,33;1;-4279;1;6;1;37;1;0;0;0;0;
2025-07-26T16:45:00+02:00;2743;6456;27;0;100;6456,33;1;-3685;1;6;1;7;1;0;0;0;0;
2025-07-26T17:00:00+02:00;4558;5119;17;19;100;5119,33;1;-562,67;1;6;1;7;1;0;0;0;0;
2025-07-26T17:15:00+02:00;5518;3279;0;1152;99;3278,67;1;1079,67;1;6;1;7;1;0;0;0;0;
2025-07-26T17:30:00+02:00;6425;2470;0;2004;96;2470;1;1942,67;1;6;1;7;1;0;0;0;0;
2025-07-26T17:45:00+02:00;6171;2781;0;1706;94;2781;1;1677;1;6;1;7;1;0;0;0;0;
2025-07-26T18:00:00+02:00;6392;2284;0;2095;91;2284;1;2004;1;6;1;7;1;0;0;0;0;
2025-07-26T18:15:00+02:00;7259;1953;0;2650;89;1953;1;2647,67;1;6;1;7;1;0;0;0;0;
2025-07-26T18:30:00+02:00;3876;727;68;1668;86;727,33;1;1543,67;1;6;1;7;1;0;0;0;0;
2025-07-26T18:45:00+02:00;324;480;99;51;86;479,67;1;-113,33;1;6;1;7;1;0;0;0;0;
2025-07-26T19:00:00+02:00;107;570;214;2;86;570,33;1;-287,67;1;6;1;7;1;0;0;0;0;
2025-07-26T19:15:00+02:00;650;132;3;281;85;131,67;1;236;1;6;1;7;1;0;0;0;0;
2025-07-26T19:30:00+02:00;823;0;0;422;85;0,33;1;392,67;1;6;1;7;1;0;0;0;0;
2025-07-26T19:45:00+02:00;1254;0;0;640;84;0;0;605,67;1;18,67;1;257,33;1;0;0;0;0;
2025-07-26T20:00:00+02:00;5770;0;0;2939;80;0;0;2823,67;1;32;1;2474,33;1;0;0;0;0;
2025-07-26T20:15:00+02:00;6492;0;0;3314;75;0;0;3170,33;1;48,33;1;2827,67;1;0;0;0;0;
2025-07-26T20:30:00+02:00;1417;5;0;731;72;4,67;1;674;1;17,33;1;375;1;0;0;0;0;
2025-07-26T20:45:00+02:00;771;0;0;408;71;0,33;1;355,33;1;6;1;7;1;0;0;0;0;
2025-07-26T21:00:00+02:00;951;0;0;479;70;0;0;464,33;1;6;1;7;1;0;0;0;0;
2025-07-26T21:15:00+02:00;1092;0;0;562;69;0;0;521,33;1;6;1;7;1;0;0;0;0;
2025-07-26T21:30:00+02:00;886;0;0;453;68;0;0;425,33;1;6;1;7;1;0;0;0;0;
2025-07-26T21:45:00+02:00;1139;0;0;589;67;0;0;542,33;1;6;1;7;1;0;0;0;0;
2025-07-26T22:00:00+02:00;1184;0;0;607;66;0;0;568;1;6;1;7;1;0;0;0;0;
2025-07-26T22:15:00+02:00;783;0;0;410;65;0;0;365,67;1;6;1;7;1;0;0;0;0;
2025-07-26T22:30:00+02:00;769;0;0;402;64;0;0;359;1;6;1;7;1;0;0;0;0;
2025-07-26T22:45:00+02:00;881;0;0;454;63;0;0;418,33;1;6;1;7;1;0;0;0;0;
2025-07-26T23:00:00+02:00;616;0;0;323;63;0;0;286;1;6;1;7;1;0;0;0;0;
2025-07-26T23:15:00+02:00;568;0;0;295;62;0;0;265,67;1;6;1;7;1;0;0;0;0;
2025-07-26T23:30:00+02:00;633;0;0;340;62;0;0;285,67;1;6;1;7;1;0;0;0;0;
2025-07-26T23:45:00+02:00;668;0;0;353;61;0;0;307,67;1;6;1;7;1;0;0;0;0;
2025-07-27T00:00:00+02:00;562;0;0;279;61;0;0;276,67;1;6;1;7;1;0;0;0;0;
2025-07-27T00:15:00+02:00;607;0;0;316;60;0;0;284,33;1;6;1;7;1;0;0;0;0;
2025-07-27T00:30:00+02:00;652;0;0;344;59;0;0;299,67;1;6;1;7;1;0;0;0;0;
2025-07-27T00:45:00+02:00;654;0;0;335;59;0;0;310,33;1;6;1;7;1;0;0;0;0;
2025-07-27T01:00:00+02:00;515;0;0;271;58;0;0;236,67;1;6;1;7;1;0;0;0;0;
2025-07-27T01:15:00+02:00;653;0;0;343;58;0;0;302,67;1;6;1;7;1;0;0;0;0;
2025-07-27T01:30:00+02:00;625;0;0;328;57;0;0;289,33;1;6;1;7;1;0;0;0;0;
2025-07-27T01:45:00+02:00;584;0;0;303;57;0;0;272,67;1;6;1;7;1;0;0;0;0;
2025-07-27T02:00:00+02:00;546;0;0;280;56;0;0;258,67;1;6;1;7;1;0;0;0;0;
2025-07-27T02:15:00+02:00;673;0;0;349;56;0;0;317;1;6;1;7;1;0;0;0;0;
2025-07-27T02:30:00+02:00;618;0;0;317;55;0;0;292;1;6;1;7;1;0;0;0;0;
2025-07-27T02:45:00+02:00;527;0;0;277;54;0;0;242;1;6;1;7;1;0;0;0;0;
2025-07-27T03:00:00+02:00;564;0;0;299;54;0;0;257;1;6;1;7;1;0;0;0;0;
2025-07-27T03:15:00+02:00;616;0;0;322;53;0;0;287,33;1;6;1;7;1;0;0;0;0;
2025-07-27T03:30:00+02:00;592;0;0;310;52;0;0;275;1;6;1;7;1;0;0;0;0;
2025-07-27T03:45:00+02:00;526;0;0;281;52;0;0;237,67;1;6;1;7;1;0;0;0;0;
2025-07-27T04:00:00+02:00;613;0;0;320;51;0;0;285,67;1;6;1;7;1;0;0;0;0;
2025-07-27T04:15:00+02:00;618;0;0;325;51;0;0;284,33;1;6;1;7;1;0;0;0;0;
2025-07-27T04:30:00+02:00;556;0;0;294;50;0;0;253,33;1;6;1;7;1;0;0;0;0;
2025-07-27T04:45:00+02:00;549;0;0;290;50;0;0;251,33;1;6;1;7;1;0;0;0;0;
2025-07-27T05:00:00+02:00;654;0;0;336;49;0;0;309,67;1;6;1;7;1;0;0;0;0;
2025-07-27T05:15:00+02:00;636;0;0;329;48;0;0;298,67;1;6;1;7;1;0;0;0;0;
2025-07-27T05:30:00+02:00;542;0;0;283;48;0;0;252;1;6;1;7;1;0;0;0;0;
2025-07-27T05:45:00+02:00;605;0;0;321;47;0;0;275;1;6;1;7;1;0;0;0;0;
2025-07-27T06:00:00+02:00;606;0;0;319;47;0;0;279,33;1;6;1;7;1;0;0;0;0;
2025-07-27T06:15:00+02:00;459;9;0;242;46;9;1;200,33;1;6;1;7;1;0;0;0;0;
2025-07-27T06:30:00+02:00;291;122;0;107;46;122,33;1;55,33;1;6;1;7;1;0;0;0;0;
2025-07-27T06:45:00+02:00;240;278;10;21;46;277,67;1;-49,67;1;6;1;7;1;0;0;0;0;
2025-07-27T07:00:00+02:00;84;535;218;0;46;535,33;1;-304;1;6;1;7;1;0;0;0;0;
2025-07-27T07:15:00+02:00;0;862;620;0;46;862,33;1;-693;1;6;1;7;1;0;0;0;0;
2025-07-27T07:30:00+02:00;2;742;474;0;47;742;1;-539,33;1;6;1;7;1;0;0;0;0;
2025-07-27T07:45:00+02:00;40;773;422;0;47;772,67;1;-478,67;1;6;1;43;1;0;0;0;0;
2025-07-27T08:00:00+02:00;0;1065;720;0;48;1065,33;1;-800,33;1;6;1;71;1;0;0;0;0;
2025-07-27T08:15:00+02:00;0;1878;1581;0;49;1878,33;1;-1680;1;6;1;9;1;0;0;0;0;
2025-07-27T08:30:00+02:00;0;1967;1605;0;51;1967,33;1;-1677,67;1;6;1;7;1;0;0;0;0;
2025-07-27T08:45:00+02:00;0;1802;1443;0;53;1802,33;1;-1521,33;1;6;1;7;1;0;0;0;0;
2025-07-27T09:00:00+02:00;0;1389;1088;0;54;1388,67;1;-1180;1;6;1;7;1;0;0;0;0;
2025-07-27T09:15:00+02:00;767;2448;1317;4;55;2447,67;1;-1373,33;1;6;1;9,67;1;0;0;0;0;
2025-07-27T09:30:00+02:00;0;2514;2057;0;56;2513,33;1;-2120,67;1;6;1;70,67;1;0;0;0;0;
2025-07-27T09:45:00+02:00;0;3431;3026;0;59;3431;1;-3063,33;1;6;1;71,67;1;0;0;0;0;
2025-07-27T10:00:00+02:00;0;2051;1683;0;62;2050,67;1;-1775;1;6;1;7,67;1;0;0;0;0;
